Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,MA_7,52W High,52W Low,Volatility
2025-07-14 00:00:00+05:30,3184.9598,3190.8109,3120.5974,3142.7341,3924009,0.0,0.0,-0.0133,3272.7545,3509.2241,2953.9634,0.0063
2025-07-15 00:00:00+05:30,3126.4484,3178.5233,3126.4484,3171.5996,2590889,0.0,0.0,0.0144,3249.4196,3509.2241,2953.9634,0.0092
2025-07-16 00:00:00+05:30,3157.6072,3175.1222,3151.345,3163.5762,2540733,11.0,0.0,0.0019,3226.067,3509.2241,2953.9634,0.0094
2025-07-17 00:00:00+05:30,3154.7697,3172.2847,3135.1998,3140.1899,2947640,0.0,0.0,-0.0046,3200.1396,3509.2241,2953.9634,0.0093
2025-07-18 00:00:00+05:30,3155.6502,3159.3686,3118.4674,3121.3049,3432645,0.0,0.0,-0.0109,3174.6351,3509.2241,2953.9634,0.0097
2025-07-21 00:00:00+05:30,3121.4031,3128.8398,3084.2202,3090.2869,3844346,0.0,0.0,-0.01,3144.9502,3509.2241,2953.9634,0.0098
2025-07-22 00:00:00+05:30,3091.6567,3111.7159,3086.7643,3091.6567,3198036,0.0,0.0,0.0,3131.6212,3509.2241,2953.9634,0.0096
2025-07-23 00:00:00+05:30,3091.6566,3113.5748,3089.6996,3110.7373,1922875,0.0,0.0,0.0062,3127.0502,3509.2241,2953.9634,0.009
2025-07-24 00:00:00+05:30,3097.0385,3105.4535,3072.4782,3080.3062,2934778,0.0,0.0,-0.0054,3114.0083,3509.2241,2953.9634,0.0063
2025-07-25 00:00:00+05:30,3072.478,3089.0145,3058.3878,3068.3684,2568917,0.0,0.0,-0.0013,3100.4072,3509.2241,2953.9634,0.0059
2025-07-28 00:00:00+05:30,3043.1233,3050.9513,3003.8855,3013.0835,3374473,0.0,0.0,-0.0099,3082.2491,3509.2241,2953.9634,0.0064
2025-07-29 00:00:00+05:30,2994.1984,3007.8974,2975.8026,2990.2844,4785312,0.0,0.0,-0.0013,3063.5319,3509.2241,2953.9634,0.0058
2025-07-30 00:00:00+05:30,2994.1983,3003.0048,2981.6735,2987.936,2880121,0.0,0.0,-0.0021,3048.9104,3509.2241,2953.9634,0.0049
2025-07-31 00:00:00+05:30,2976.2919,2994.0027,2950.166,2971.4973,2968371,0.0,0.0,-0.0016,3031.7447,3509.2241,2950.166,0.0048
2025-08-01 00:00:00+05:30,2964.7455,2971.4973,2935.4886,2938.4241,2053847,0.0,0.0,-0.0089,3007.1286,3509.2241,2935.4886,0.0037
2025-08-04 00:00:00+05:30,2944.393,3013.1811,2927.2693,3008.2886,2519252,0.0,0.0,0.0217,2996.8403,3509.2241,2927.2693,0.0105
2025-08-05 00:00:00+05:30,3008.2886,3011.322,2976.5854,2998.0144,1927996,0.0,0.0,-0.0034,2986.7898,3509.2241,2927.2693,0.0105
2025-08-06 00:00:00+05:30,2997.1338,3000.8521,2960.9294,2967.094,1487081,0.0,0.0,-0.01,2980.2198,3509.2241,2927.2693,0.0105
2025-08-07 00:00:00+05:30,2951.1446,2985.9792,2946.1542,2981.478,2543076,0.0,0.0,0.0103,2978.9618,3509.2241,2927.2693,0.0113
2025-08-08 00:00:00+05:30,2982.5543,2994.0027,2959.951,2971.1057,2762140,0.0,0.0,-0.0038,2976.5574,3509.2241,2927.2693,0.0114
2025-08-11 00:00:00+05:30,2971.1056,2984.3153,2956.3305,2975.4111,1884215,0.0,0.0,0.0014,2977.1166,3509.2241,2927.2693,0.0114
2025-08-12 00:00:00+05:30,2975.6069,3029.8155,2961.81,2970.1272,3358232,0.0,0.0,-0.0018,2981.6456,3509.2241,2927.2693,0.0106
2025-08-13 00:00:00+05:30,2970.8124,2978.9338,2963.4737,2970.9102,2148166,0.0,0.0,0.0,2976.3058,3509.2241,2927.2693,0.0062
2025-08-14 00:00:00+05:30,2968.7574,2990.1864,2954.1779,2957.3091,3342174,0.0,0.0,-0.0039,2970.4908,3509.2241,2927.2693,0.0062
2025-08-18 00:00:00+05:30,2980.9887,2983.435,2938.8154,2946.4478,2945609,0.0,0.0,-0.0116,2967.5413,3509.2241,2927.2693,0.0066
2025-08-19 00:00:00+05:30,2946.4476,2959.9509,2946.3499,2951.3401,2650784,0.0,0.0,0.0017,2963.2359,3509.2241,2927.2693,0.0046
2025-08-20 00:00:00+05:30,2946.154,3036.6649,2946.154,3031.9683,4952358,0.0,0.0,0.0291,2971.9305,3509.2241,2927.2693,0.0127
2025-08-21 00:00:00+05:30,3062.6933,3062.6933,3016.8019,3035.8826,3230726,0.0,0.0,-0.0088,2980.5693,3509.2241,2927.2693,0.0134
2025-08-22 00:00:00+05:30,3019.6393,3029.1306,2984.4134,2988.3274,1593791,0.0,0.0,-0.0104,2983.1693,3509.2241,2927.2693,0.014
2025-08-25 00:00:00+05:30,3020.9115,3084.2202,3010.9309,3073.0654,3448370,0.0,0.0,0.0173,2997.7629,3509.2241,2927.2693,0.0156
2025-08-26 00:00:00+05:30,3061.7146,3094.0049,3052.9081,3089.3081,5522097,0.0,0.0,0.009,3016.6199,3509.2241,2927.2693,0.0155
2025-08-28 00:00:00+05:30,3077.3707,3078.8385,3020.1287,3027.1738,3116051,0.0,0.0,-0.0163,3028.1522,3509.2241,2927.2693,0.0164
2025-08-29 00:00:00+05:30,3026.4888,3048.0157,3011.0285,3018.3672,2271789,0.0,0.0,-0.0027,3037.7275,3509.2241,2927.2693,0.0165
2025-09-01 00:00:00+05:30,3023.5531,3063.7694,3023.5531,3045.6672,1246862,0.0,0.0,0.0073,3039.6845,3509.2241,2927.2693,0.0122
2025-09-02 00:00:00+05:30,3053.9847,3087.1557,3036.3718,3044.5911,2185229,0.0,0.0,-0.0031,3040.9286,3509.2241,2927.2693,0.0117
2025-09-03 00:00:00+05:30,3062.5953,3074.3372,3021.5964,3030.8921,1799774,0.0,0.0,-0.0104,3047.0093,3509.2241,2927.2693,0.0117
2025-09-04 00:00:00+05:30,3048.9941,3050.9511,3024.3361,3029.1306,1481391,0.0,0.0,-0.0065,3040.7329,3509.2241,2927.2693,0.0091
2025-09-05 00:00:00+05:30,3030.5007,3036.665,2963.4737,2982.75,2802055,0.0,0.0,-0.0158,3025.5103,3509.2241,2927.2693,0.0083
2025-09-08 00:00:00+05:30,2984.4132,2998.9927,2951.1443,2954.0798,2626187,0.0,0.0,-0.0102,3015.0683,3509.2241,2927.2693,0.0074
2025-09-09 00:00:00+05:30,2966.8984,2994.1983,2965.6263,2983.8262,2489301,0.0,0.0,0.0057,3010.1339,3509.2241,2927.2693,0.0086
2025-09-10 00:00:00+05:30,2990.6758,3055.5501,2987.7403,3043.1233,2079428,0.0,0.0,0.0175,3009.7704,3509.2241,2927.2693,0.0114
